5prime	3prime	strand	count	sgRNA_ref
61	27883	True	8844	8
61	28249	True	12375	N
59	28247	True	71	N
61	27378	True	975	7a
61	26464	True	308	M
67	28261	True	53290	N
61	28261	True	17302	N
66	28260	True	258	N
68	28262	True	67	N
59	27881	True	34	8
66	27754	True	974	7b
61	27037	True	518	6
55	27876	True	2704	8
56	27877	True	4	8
55	28249	True	14495	N
62	25378	True	104	3a
65	2561	True	79	non-canonical
2569	28268	True	88	N
61	26234	True	74	E
61	22496	True	21	non-canonical
66	22495	True	15	non-canonical
64	21552	True	23	S
54	28248	True	73	N
64	27752	True	5	7b
60	27377	True	5	7a
62	27884	True	20	8
56	28250	True	21	N
60	26463	True	3	M
62	2558	True	1	non-canonical
62	28262	True	26	N
54	27875	True	13	8
58	26231	True	1	E
60	28260	True	85	N
65	28259	True	9	N
63	28251	True	20	N
55	21549	True	20	S
62	27379	True	3	7a
62	27038	True	2	6
58	27880	True	2	8
63	453	True	1	non-canonical
464	28269	True	1	N
58	6889	True	1	non-canonical
6901	28265	True	2	N
60	27036	True	4	6
61	18049	True	1	non-canonical
55	12617	True	1	non-canonical
12628	28261	True	1	N
58	28258	True	1	N
67	21052	True	3	non-canonical
63	28257	True	1	N
63	26466	True	1	M
61	28261	False	1	N
61	28249	False	1	N
67	28261	False	2	N
69	27757	True	2	non-canonical
70	28264	True	2	N
1321	29300	True	1	non-canonical
2167	28261	True	1	N
8158	28261	True	1	N
9487	29338	True	1	non-canonical
10846	28261	True	4	N
12404	27977	True	4	non-canonical
14148	28261	True	1	N
14176	29572	True	8	non-canonical
14394	28261	True	1	N
14469	28255	True	3	N
18354	28498	True	8	non-canonical
28519	28571	True	51786	non-canonical
19476	28681	True	1	non-canonical
20085	27990	True	1	non-canonical
21733	21777	True	4	non-canonical
21733	21777	False	5	non-canonical
25390	29089	True	3	non-canonical
26271	29440	True	23	non-canonical
26567	26597	True	2	non-canonical
26567	26597	False	3	non-canonical
26774	26811	False	63	non-canonical
26774	26811	True	53	non-canonical
26780	26817	False	44	non-canonical
26780	26817	True	39	non-canonical
26778	26815	True	1	non-canonical
27133	28534	True	1	non-canonical
27260	27286	True	169	non-canonical
27260	27286	False	167	non-canonical
27259	27285	True	1	non-canonical
27594	28948	True	8	non-canonical
27901	28695	True	1	non-canonical
28518	28570	True	255	non-canonical
28518	28570	False	254	non-canonical
28519	28571	False	51204	non-canonical
28515	28567	True	1	non-canonical
28515	28567	False	1	non-canonical
28517	28569	False	2	non-canonical
28524	28576	True	72	non-canonical
28524	28576	False	73	non-canonical
28517	28569	True	4	non-canonical
28519	29615	False	1	non-canonical
29059	29087	False	132	non-canonical
29061	29089	True	19235	non-canonical
29059	29087	True	123	non-canonical
29061	29089	False	19159	non-canonical
29064	29092	True	19	non-canonical
29064	29092	False	30	non-canonical
29705	29791	True	29	non-canonical
29705	29791	False	6800	non-canonical
29704	29790	False	26	non-canonical
29707	29793	False	8	non-canonical
29703	29789	False	1	non-canonical
