5prime	3prime	strand	count	sgRNA_ref
61	27883	True	8785	8
61	28249	True	12159	N
61	27378	True	1029	7a
61	26464	True	333	M
67	28261	True	54257	N
66	28260	True	261	N
61	28261	True	17363	N
66	27754	True	996	7b
61	26234	True	75	E
61	27037	True	582	6
55	27876	True	2619	8
55	28249	True	14277	N
63	28251	True	18	N
68	28262	True	57	N
62	25378	True	96	3a
59	28259	True	2	N
60	28260	True	80	N
56	28250	True	23	N
59	27881	True	39	8
54	27875	True	17	8
59	28247	True	54	N
62	27884	True	8	8
54	28248	True	63	N
64	21552	True	25	S
70	28264	True	3	N
62	26235	True	2	E
53	28247	True	1	N
66	22495	True	11	non-canonical
64	27752	True	9	7b
53	27874	True	1	8
55	21549	True	25	S
60	27036	True	4	6
62	28262	True	23	N
58	28252	True	1	N
61	18049	True	2	non-canonical
65	28259	True	3	N
54	9578	True	1	non-canonical
9590	28261	True	3	N
61	22496	True	14	non-canonical
56	27877	True	5	8
61	10176	True	1	non-canonical
10187	28261	True	1	N
47	25306	True	1	non-canonical
25319	27037	True	1	6
60	27377	True	3	7a
60	26463	True	1	M
58	28246	True	1	N
67	21052	True	4	non-canonical
63	26466	True	1	M
58	27880	True	1	8
57	2661	True	1	non-canonical
2674	28265	True	5	N
62	2558	True	1	non-canonical
2569	28268	True	4	N
63	453	True	1	non-canonical
464	28269	True	1	N
57	15852	True	1	non-canonical
15864	27892	True	1	8
841	28265	True	8	N
1402	28634	True	1	non-canonical
6901	28265	True	2	N
11492	28606	True	1	non-canonical
13074	28261	True	1	N
14176	29572	True	7	non-canonical
14469	28255	True	4	N
17516	29696	True	1	non-canonical
18147	27933	True	2	non-canonical
18354	28498	True	9	non-canonical
28519	28571	True	51485	non-canonical
19237	28249	True	2	N
21585	27914	True	1	non-canonical
21733	21777	True	11	non-canonical
21733	21777	False	6	non-canonical
22315	29202	True	1	non-canonical
23547	23577	True	2	non-canonical
26271	29440	True	13	non-canonical
26421	29593	True	5	non-canonical
26567	26597	True	4	non-canonical
26567	26597	False	1	non-canonical
26774	26811	False	81	non-canonical
26774	26811	True	67	non-canonical
26780	26817	False	46	non-canonical
26780	26817	True	35	non-canonical
27260	27286	True	157	non-canonical
27260	27286	False	137	non-canonical
28515	28567	True	4	non-canonical
28518	28570	False	260	non-canonical
28519	28571	False	51420	non-canonical
28515	28567	False	2	non-canonical
28518	28570	True	230	non-canonical
28524	28576	True	73	non-canonical
28524	28576	False	63	non-canonical
28517	28569	False	5	non-canonical
28517	28569	True	4	non-canonical
28529	28716	True	7	non-canonical
28730	28751	True	16	non-canonical
28730	28751	False	18	non-canonical
29059	29087	True	151	non-canonical
29059	29087	False	148	non-canonical
29061	29089	True	19145	non-canonical
29061	29089	False	19234	non-canonical
29064	29092	False	28	non-canonical
29064	29092	True	25	non-canonical
29377	29862	False	22	non-canonical
29704	29790	False	38	non-canonical
29705	29791	True	31	non-canonical
29705	29791	False	6759	non-canonical
29707	29793	False	10	non-canonical
