5prime	3prime	strand	count	sgRNA_ref
61	27883	True	8748	8
59	27881	True	39	8
61	28249	True	12333	N
64	21552	True	32	S
61	27378	True	1037	7a
61	26464	True	283	M
62	25378	True	81	3a
67	28261	True	54582	N
68	28262	True	64	N
60	28260	True	73	N
61	28261	True	17265	N
66	28260	True	264	N
66	27754	True	980	7b
61	27037	True	586	6
55	27876	True	2645	8
55	28249	True	14383	N
54	28248	True	67	N
58	28246	True	3	N
61	26234	True	63	E
55	21549	True	31	S
66	22495	True	15	non-canonical
62	27884	True	13	8
63	28251	True	22	N
59	28247	True	56	N
53	27874	True	1	8
62	28262	True	21	N
54	27875	True	14	8
61	22496	True	10	non-canonical
62	21301	True	1	non-canonical
21313	28269	True	7	N
59	28259	True	2	N
55	9579	True	1	non-canonical
9590	28261	True	1	N
67	21052	True	4	non-canonical
56	28250	True	21	N
64	27752	True	6	7b
62	26235	True	1	E
53	28247	True	1	N
60	27377	True	3	7a
65	28259	True	3	N
58	28258	True	1	N
64	28258	True	1	N
63	27380	True	1	7a
66	28254	True	2	N
62	27379	True	2	7a
60	27036	True	2	6
61	28261	False	2	N
61	28249	False	1	N
61	27883	False	1	8
1501	28261	True	1	N
8158	28261	True	1	N
9487	29338	True	1	non-canonical
14176	29572	True	5	non-canonical
14469	28255	True	3	N
17942	28580	True	1	non-canonical
18165	28269	True	4	N
18354	28498	True	5	non-canonical
28519	28571	True	51711	non-canonical
18973	28249	True	1	N
19476	28681	True	1	non-canonical
20486	28260	True	9	N
21733	21777	False	6	non-canonical
21733	21777	True	6	non-canonical
22492	28268	True	2	N
25411	28265	True	1	N
26271	29440	True	15	non-canonical
26478	27894	True	5	non-canonical
26567	26597	True	3	non-canonical
26567	26597	False	3	non-canonical
26774	26811	True	77	non-canonical
26774	26811	False	69	non-canonical
26780	26817	False	44	non-canonical
26780	26817	True	45	non-canonical
27260	27286	True	147	non-canonical
27260	27286	False	172	non-canonical
27259	27285	True	1	non-canonical
27492	28265	True	6	N
28518	28570	True	260	non-canonical
28518	28570	False	246	non-canonical
28519	28571	False	50985	non-canonical
28517	28569	False	4	non-canonical
28524	28576	True	62	non-canonical
28524	28576	False	60	non-canonical
28525	28577	True	2	non-canonical
28525	28577	False	6	non-canonical
28517	28569	True	1	non-canonical
28639	28721	True	28	non-canonical
28639	28721	False	29	non-canonical
28655	28737	True	15	non-canonical
28655	28737	False	17	non-canonical
29059	29087	True	122	non-canonical
29061	29089	True	19151	non-canonical
29061	29089	False	19205	non-canonical
29059	29087	False	128	non-canonical
29064	29092	False	32	non-canonical
29064	29092	True	28	non-canonical
29705	29791	True	41	non-canonical
29705	29791	False	6756	non-canonical
29704	29790	False	32	non-canonical
29707	29793	False	7	non-canonical
