62	28102	splice	498373
60	26342	splice	40219
63	27264	splice	36690
61	25255	splice	30365
61	21481	splice	17034
65	26912	splice	11123
60	27767	splice	10250
65	26108	splice	8009
62	27262	splice	2799
26130	26155	splice	2485
61	28101	splice	1984
64	26350	splice	755
62	27263	splice	627
62	28098	splice	402
70	28111	splice	251
60	26369	splice	237
61	27362	splice	211
64	26915	splice	169
64	29002	splice	151
60	28100	splice	141
59	21479	splice	136
64	28960	splice	123
27902	28031	splice	122
65	25672	splice	122
22713	22792	splice	119
63	29227	splice	118
63	26797	splice	111
829	29305	splice	105
63	28104	splice	100
65	29447	splice	99
65	27236	splice	92
29541	29660	splice	90
1291	29158	splice	88
63	26737	splice	88
71	28110	splice	85
27264	27264	A	0
26369	26369	T	0
29447	29447	T	0
22792	22792	G	0
1291	1291	C	0
26130	26130	T	0
26912	26912	C	0
28960	28960	G	0
26915	26915	G	0
25255	25255	C	0
26155	26155	A	0
29227	29227	A	0
26797	26797	G	0
22713	22713	T	0
59	59	T	0
60	60	T	0
61	61	C	0
62	62	T	0
63	63	C	0
64	64	T	0
65	65	A	0
28098	28098	T	0
829	829	A	0
28100	28100	A	0
28101	28101	A	0
28102	28102	A	0
70	70	A	0
25672	25672	C	0
28104	28104	A	0
29002	29002	C	0
27262	27262	A	0
71	71	A	0
28110	28110	A	0
28111	28111	C	0
29660	29660	C	0
27362	27362	A	0
27236	27236	G	0
29541	29541	A	0
26342	26342	G	0
21479	21479	C	0
28031	28031	T	0
21481	21481	A	0
29158	29158	T	0
26350	26350	G	0
26737	26737	G	0
27767	27767	G	0
29305	29305	C	0
26108	26108	T	0
27902	27902	T	0
27263	27263	T	0
