62	28102	splice	508718
60	26342	splice	40290
63	27264	splice	36757
61	25255	splice	29704
61	21481	splice	16226
60	27767	splice	11220
65	26912	splice	11071
65	26108	splice	8085
62	27262	splice	2801
26130	26155	splice	2107
61	28101	splice	1981
64	26350	splice	687
62	27263	splice	598
62	28098	splice	415
60	26369	splice	275
70	28111	splice	229
64	26915	splice	204
61	27362	splice	194
22713	22792	splice	139
29541	29660	splice	135
829	29305	splice	129
65	25672	splice	123
64	28103	splice	120
64	29002	splice	119
64	28960	splice	114
63	29227	splice	114
65	29447	splice	107
63	28104	splice	103
63	26797	splice	94
65	27236	splice	91
70	27355	splice	91
27347	27742	splice	85
65	21865	splice	82
22560	28107	splice	82
1908	29183	splice	78
27264	27264	A	0
26369	26369	T	0
29447	29447	T	0
22792	22792	G	0
29183	29183	A	0
26130	26130	T	0
26912	26912	C	0
28960	28960	G	0
22560	22560	A	0
26915	26915	G	0
25255	25255	C	0
26155	26155	A	0
29227	29227	A	0
26797	26797	G	0
22713	22713	T	0
60	60	T	0
829	829	A	0
62	62	T	0
61	61	C	0
64	64	T	0
65	65	A	0
28098	28098	T	0
63	63	C	0
28101	28101	A	0
28102	28102	A	0
70	70	A	0
25672	25672	C	0
28103	28103	T	0
29002	29002	C	0
28104	28104	A	0
28107	28107	C	0
28111	28111	C	0
27347	27347	A	0
27355	27355	C	0
29660	29660	C	0
27742	27742	G	0
27362	27362	A	0
27236	27236	G	0
29541	29541	A	0
26342	26342	G	0
21481	21481	A	0
21865	21865	T	0
26350	26350	G	0
1908	1908	T	0
27767	27767	G	0
29305	29305	C	0
26108	26108	T	0
27262	27262	A	0
27263	27263	T	0
