63	28254	splice	7013510
64	21551	splice	1117713
26255	26283	splice	800628
65	27384	splice	688209
64	25380	splice	618721
64	27883	splice	229808
63	26467	splice	215429
68	26236	splice	150199
68	27040	splice	38092
67	28262	splice	37742
62	21549	splice	29970
27885	27908	splice	26863
62	28253	splice	13092
26248	26276	splice	11585
75	28266	splice	9878
59	27378	splice	9432
70	27761	splice	8568
62	27881	splice	7572
26778	26816	splice	7493
26785	26820	splice	6665
60	28250	splice	6458
67	15776	splice	6103
69	27760	splice	5982
29068	29093	splice	5468
26783	26820	splice	4841
28524	28576	splice	4633
21739	21779	splice	4166
68	27673	splice	3866
27681	27754	splice	3520
29709	29792	splice	3459
29709	29790	splice	3272
26773	26830	splice	3174
60	28251	splice	2947
64	27383	splice	2815
27262	27290	splice	2466
27908	27908	T	0
26248	26248	T	0
29068	29068	T	0
29709	29709	T	0
26255	26255	T	0
21779	21779	A	0
26773	26773	T	0
27673	27673	C	0
26778	26778	T	0
27290	27290	A	0
26783	26783	T	0
27040	27040	C	0
26785	26785	T	0
15776	15776	T	0
28576	28576	G	0
25380	25380	C	0
26276	26276	C	0
29093	29093	T	0
27681	27681	T	0
26283	26283	A	0
21549	21549	C	0
21551	21551	A	0
59	59	C	0
60	60	T	0
62	62	T	0
63	63	T	0
64	64	C	0
65	65	T	0
26816	26816	T	0
67	67	T	0
68	68	A	0
26820	26820	T	0
70	70	A	0
69	69	A	0
75	75	C	0
26830	26830	T	0
28250	28250	T	0
28251	28251	T	0
28253	28253	C	0
28254	28254	A	0
29790	29790	A	0
29792	29792	A	0
26467	26467	G	0
28262	28262	G	0
27881	27881	C	0
28266	28266	A	0
27883	27883	C	0
28524	28524	T	0
27885	27885	T	0
21739	21739	T	0
27754	27754	G	0
27760	27760	T	0
27761	27761	T	0
27378	27378	G	0
27383	27383	A	0
27384	27384	T	0
26236	26236	T	0
27262	27262	A	0
