>path_8
14	39444
22	1744469
25	2229
31	119
35	379805
42	1515
62	2169
63	5699
64	327267
68	4920
70	237869
>path_11
13	37878
19	51
22	1744469
25	2229
29	93
34	1
35	379805
41	1222
62	2169
63	5699
64	327267
68	4920
70	237869
>path_2
15	13957
20	7498
22	1744469
23	581
24	50
25	2229
28	4
33	23
35	379805
37	887
38	108
43	251
62	2169
63	5699
64	327267
68	4920
70	237869
>path_199
12	13492
20	7498
21	72
22	1744469
23	581
24	50
25	2229
27	34
28	4
35	379805
37	887
38	108
39	200
58	3
62	2169
63	5699
66	37572
70	237869
>path_6
7	7587
10	67692
17	74
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
35	379805
36	221
37	887
38	108
58	3
62	2169
63	5699
64	327267
68	4920
70	237869
>path_56
14	39444
22	1744469
25	2229
31	119
47	34068
54	232
63	5699
64	327267
68	4920
70	237869
>path_392
14	39444
22	1744469
25	2229
31	119
35	379805
42	1515
62	2169
63	5699
64	327267
68	4920
71	3733
>path_9
5	1408
6	3952
9	413
10	67692
11	81
17	74
19	51
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
34	1
35	379805
36	221
37	887
38	108
58	3
60	1
62	2169
63	5699
64	327267
68	4920
70	237869
>path_59
13	37878
19	51
22	1744469
25	2229
29	93
34	1
47	34068
53	164
63	5699
64	327267
68	4920
70	237869
>path_50
15	13957
20	7498
22	1744469
23	581
24	50
25	2229
28	4
33	23
47	34068
48	143
50	19
55	47
63	5699
64	327267
68	4920
70	237869
>path_247
12	13492
20	7498
21	72
22	1744469
23	581
24	50
25	2229
27	34
28	4
47	34068
48	143
50	19
52	32
63	5699
66	37572
70	237869
>path_385
8	1303
9	413
10	67692
20	7498
22	1744469
23	581
24	50
25	2229
26	19
28	4
35	379805
36	221
37	887
38	108
62	2169
63	5699
64	327267
68	4920
71	3733
>path_49
8	1303
9	413
10	67692
20	7498
22	1744469
23	581
24	50
25	2229
26	19
28	4
47	34068
48	143
49	25
50	19
63	5699
64	327267
68	4920
70	237869
>path_0
0	5533
2	1362
4	3092
6	3952
9	413
10	67692
11	81
17	74
19	51
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
30	20
34	1
35	379805
36	221
37	887
38	108
40	5772
58	3
60	1
62	2169
63	5699
64	327267
67	46
68	4920
70	237869
72	1002
>path_389
3	264
4	3092
6	3952
9	413
10	67692
17	74
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
35	379805
36	221
37	887
38	108
58	3
62	2169
63	5699
64	327267
68	4920
71	3733
>path_388
1	147
2	1362
4	3092
6	3952
9	413
10	67692
17	74
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
35	379805
36	221
37	887
38	108
58	3
62	2169
63	5699
64	327267
68	4920
71	3733
>path_394
16	188
19	51
22	1744469
23	581
25	2229
28	4
32	1
34	1
35	379805
38	108
44	6
62	2169
63	5699
64	327267
68	4920
71	3733
>path_3
18	206
22	1744469
23	581
25	2229
28	4
35	379805
38	108
46	7
62	2169
63	5699
64	327267
68	4920
70	237869
>path_240
0	5533
2	1362
4	3092
6	3952
9	413
10	67692
11	81
17	74
19	51
20	7498
21	72
22	1744469
23	581
24	50
25	2229
26	19
28	4
30	20
34	1
47	34068
48	143
49	25
50	19
51	513
63	5699
66	37572
69	6
70	237869
72	1002
>path_104
14	39444
22	1744469
25	2229
31	119
35	379805
42	1515
62	2169
65	302
68	4920
70	237869
>path_223
12	13492
20	7498
21	72
22	1744469
23	581
45	181
61	1
62	2169
63	5699
66	37572
70	237869
>path_512
14	39444
22	1744469
45	181
57	1
62	2169
65	302
68	4920
71	3733
>path_51
18	206
22	1744469
23	581
25	2229
28	4
47	34068
50	19
56	1
63	5699
64	327267
68	4920
70	237869
>path_7
12	13492
20	7498
21	72
22	1744469
23	581
24	50
25	2229
27	34
28	4
35	379805
37	887
38	108
39	200
58	3
62	2169
63	5699
64	327267
68	4920
70	237869
