5prime	3prime	strand	count	sgRNA_ref
61	27883	True	7102	8
61	28249	True	12904	N
61	27378	True	232	7a
67	28261	True	38412	N
66	28260	True	192	N
61	28261	True	39336	N
59	27881	True	31	8
60	28260	True	169	N
66	27754	True	1396	7b
55	28249	True	13230	N
54	28248	True	69	N
68	28262	True	40	N
55	27876	True	1147	8
62	28262	True	49	N
62	27884	True	11	8
61	27037	True	128	6
62	19593	True	1	non-canonical
19604	28268	True	1	N
61	26234	True	34	E
59	28259	True	7	N
61	26464	True	24	M
59	28247	True	66	N
64	27752	True	13	7b
63	28251	True	15	N
64	21552	True	3	S
65	28259	True	7	N
62	25378	True	9	3a
60	27036	True	1	6
54	27875	True	2	8
56	28250	True	19	N
58	27880	True	2	8
56	27877	True	1	8
53	27874	True	1	8
54	22726	True	1	non-canonical
22738	28261	True	1	N
69	27757	True	2	non-canonical
58	28258	True	2	N
67	21052	True	2	non-canonical
55	21549	True	2	S
58	28246	True	1	N
56	28256	True	1	N
53	28247	True	1	N
64	28258	True	1	N
67	28261	False	2	N
273	28367	True	4	non-canonical
2167	28261	True	1	N
8158	28261	True	2	N
10846	28261	True	1	N
13799	29089	True	1	non-canonical
14176	29572	True	16	non-canonical
14469	28255	True	3	N
15759	29414	True	7	non-canonical
16309	27886	True	1	8
18147	27933	True	2	non-canonical
18165	28269	True	2	N
18354	28498	True	13	non-canonical
28519	28571	True	21062	non-canonical
21203	28265	True	1	N
24937	28985	True	1	non-canonical
26271	29440	True	8	non-canonical
26478	28266	True	5	N
26567	26597	True	12	non-canonical
26567	26597	False	7	non-canonical
26774	26811	True	13	non-canonical
26780	26817	False	2	non-canonical
26774	26811	False	17	non-canonical
26780	26817	True	3	non-canonical
26924	28249	True	1	N
27260	27286	True	3	non-canonical
27260	27286	False	5	non-canonical
28518	28570	True	100	non-canonical
28519	28571	False	20925	non-canonical
28518	28570	False	113	non-canonical
28524	28576	True	24	non-canonical
28524	28576	False	18	non-canonical
28517	28569	True	2	non-canonical
28661	29089	True	1	non-canonical
29059	29087	True	160	non-canonical
29059	29087	False	166	non-canonical
29061	29089	True	22755	non-canonical
29061	29089	False	22851	non-canonical
29064	29092	False	27	non-canonical
29064	29092	True	30	non-canonical
29288	29863	False	22	non-canonical
29705	29791	True	22	non-canonical
29705	29791	False	6674	non-canonical
29707	29793	False	9	non-canonical
29704	29790	False	29	non-canonical
