5prime	3prime	strand	count	sgRNA_ref
61	27883	True	7181	8
61	28249	True	13057	N
61	27378	True	243	7a
67	28261	True	38098	N
66	28260	True	194	N
61	28261	True	39188	N
60	28260	True	209	N
66	27754	True	1340	7b
64	27752	True	10	7b
61	27037	True	134	6
55	28249	True	13278	N
54	28248	True	61	N
55	27876	True	1215	8
62	25378	True	12	3a
59	28247	True	61	N
56	28250	True	18	N
62	28262	True	50	N
55	26029	True	1	non-canonical
26040	28261	True	1	N
53	28247	True	2	N
68	28262	True	51	N
59	27881	True	25	8
61	26234	True	28	E
56	27877	True	3	8
69	27757	True	2	non-canonical
63	28251	True	16	N
61	26464	True	26	M
58	28246	True	1	N
65	28259	True	3	N
55	21549	True	1	S
54	22726	True	1	non-canonical
22738	28261	True	2	N
59	28259	True	3	N
64	21552	True	2	S
62	27379	True	1	7a
46	1079	True	1	non-canonical
1090	28252	True	2	N
54	27875	True	3	8
64	28258	True	1	N
57	18493	True	1	non-canonical
18504	28269	True	5	N
62	27884	True	10	8
53	79	True	1	non-canonical
90	28265	True	1	N
60	27036	True	1	6
64	4582	True	1	non-canonical
4594	28265	True	1	N
611	29089	True	1	non-canonical
2167	28261	True	1	N
6939	28732	True	1	non-canonical
7386	28260	True	1	N
8158	28261	True	2	N
10846	28261	True	5	N
12061	28265	True	1	N
13843	29330	True	10	non-canonical
14176	29572	True	19	non-canonical
14412	29372	True	1	non-canonical
14469	28255	True	2	N
14469	28261	True	1	N
18165	28269	True	2	N
18354	28498	True	10	non-canonical
28519	28571	True	20345	non-canonical
19476	28681	True	1	non-canonical
22640	28059	True	2	non-canonical
26297	29090	True	1	non-canonical
26478	28266	True	4	N
26567	26597	False	14	non-canonical
26567	26597	True	7	non-canonical
26774	26811	False	7	non-canonical
26774	26811	True	5	non-canonical
27260	27286	False	4	non-canonical
27260	27286	True	4	non-canonical
28518	28570	False	96	non-canonical
28519	28571	False	21026	non-canonical
28518	28570	True	102	non-canonical
28524	28576	True	19	non-canonical
28524	28576	False	23	non-canonical
28517	28569	True	5	non-canonical
28517	28569	False	1	non-canonical
29059	29087	False	141	non-canonical
29059	29087	True	179	non-canonical
29061	29089	True	22958	non-canonical
29061	29089	False	22768	non-canonical
29064	29092	False	31	non-canonical
29064	29092	True	25	non-canonical
29066	29094	True	2	non-canonical
29065	29093	True	1	non-canonical
29066	29094	False	1	non-canonical
29705	29791	False	6751	non-canonical
29705	29791	True	27	non-canonical
29707	29793	False	11	non-canonical
29704	29790	False	32	non-canonical
29703	29789	False	2	non-canonical
