52	28535	splice	164332
58	25517	splice	55789
57	27833	splice	41990
54	26825	splice	23644
58	25839	splice	19269
58	21401	splice	6049
60	27581	splice	4259
7119	24103	splice	3578
62	679	splice	2565
60	29581	splice	1639
60	677	splice	1250
1726	28982	splice	830
61	28625	splice	728
64	29105	splice	724
61	1053	splice	456
1014	1070	splice	447
24102	27937	splice	377
1296	29599	splice	343
61	28663	splice	332
56	27832	splice	327
28724	28755	splice	318
63	29104	splice	310
24305	24358	splice	287
60	29502	splice	286
63	29584	splice	284
66	29384	splice	279
2332	29202	splice	271
27225	27246	splice	260
1753	29285	splice	257
1726	29210	splice	255
61	990	splice	242
2342	29203	splice	238
2332	29599	splice	229
62	25791	splice	229
1316	29599	splice	228
29581	29581	C	0
1296	1296	A	0
29584	29584	A	0
29202	29202	C	0
29203	29203	T	0
21401	21401	A	0
29210	29210	C	0
2332	2332	T	0
1053	1053	G	0
29599	29599	A	0
27937	27937	T	0
1316	1316	G	0
677	677	C	0
24102	24102	A	0
24103	24103	G	0
679	679	T	0
24358	24358	C	0
2342	2342	A	0
25517	25517	A	0
1070	1070	G	0
29104	29104	G	0
29105	29105	A	0
52	52	C	0
28724	28724	C	0
54	54	T	0
28982	28982	C	0
56	56	G	0
57	57	A	0
27833	27833	G	0
58	58	T	0
60	60	T	0
61	61	T	0
1726	1726	C	0
27581	27581	A	0
64	64	C	0
62	62	A	0
63	63	A	0
29502	29502	A	0
66	66	A	0
25791	25791	C	0
29384	29384	C	0
26825	26825	G	0
7119	7119	T	0
28535	28535	A	0
28625	28625	T	0
28755	28755	C	0
27225	27225	G	0
1753	1753	T	0
990	990	G	0
29285	29285	G	0
27246	27246	G	0
25839	25839	A	0
24305	24305	T	0
1014	1014	A	0
28663	28663	C	0
27832	27832	G	0
