52	28535	splice	177265
58	25517	splice	69569
57	27833	splice	47164
54	26825	splice	30060
58	25839	splice	22474
58	21401	splice	6998
60	27581	splice	4297
7119	24103	splice	3680
62	679	splice	2855
60	29581	splice	1590
60	677	splice	1462
1726	28982	splice	954
64	29105	splice	774
61	28625	splice	734
61	1053	splice	466
1014	1070	splice	419
27042	28535	splice	390
56	27832	splice	382
24102	27937	splice	366
63	29104	splice	353
61	28663	splice	349
1296	29599	splice	331
28724	28755	splice	291
61	990	splice	284
2332	29149	splice	284
2342	29203	splice	283
1726	29210	splice	281
27225	27246	splice	281
63	28978	splice	271
62	25791	splice	265
2332	29202	splice	264
2342	29150	splice	264
60	29502	splice	258
28690	28856	splice	255
63	29584	splice	250
29581	29581	C	0
1296	1296	A	0
29584	29584	A	0
29202	29202	C	0
29203	29203	T	0
28690	28690	C	0
21401	21401	A	0
29210	29210	C	0
2332	2332	T	0
1053	1053	G	0
28856	28856	G	0
29599	29599	A	0
27937	27937	T	0
27042	27042	C	0
677	677	C	0
24102	24102	A	0
24103	24103	G	0
679	679	T	0
2342	2342	A	0
25517	25517	A	0
1070	1070	G	0
29104	29104	G	0
29105	29105	A	0
28978	28978	G	0
52	52	C	0
28724	28724	C	0
54	54	T	0
28982	28982	C	0
27832	27832	G	0
56	56	G	0
57	57	A	0
27833	27833	G	0
58	58	T	0
61	61	T	0
1726	1726	C	0
60	60	T	0
64	64	C	0
27581	27581	A	0
62	62	A	0
63	63	A	0
25791	25791	C	0
29502	29502	A	0
26825	26825	G	0
7119	7119	T	0
28625	28625	T	0
28663	28663	C	0
28755	28755	C	0
27225	27225	G	0
29149	29149	C	0
990	990	G	0
29150	29150	T	0
27246	27246	G	0
25839	25839	A	0
1014	1014	A	0
28535	28535	A	0
