>path_11
0	69090
25	1700750
27	20
29	424709
33	2344
51	1
52	365412
54	240280
>path_8
20	14671
25	1700750
29	424709
36	611
52	365412
54	240280
>path_2
18	12071
24	6055
25	1700750
28	457
29	424709
31	868
35	112
38	261
52	365412
54	240280
>path_7
19	7415
22	72
23	33
24	6055
25	1700750
28	457
29	424709
31	868
34	114
35	112
37	2
52	365412
54	240280
>path_6
13	6511
15	76434
22	72
23	33
24	6055
25	1700750
26	40
28	457
29	424709
31	868
32	241
35	112
37	2
50	1
52	365412
54	240280
>path_9
11	1592
12	7753
15	76434
16	113
17	772
22	72
23	33
24	6055
25	1700750
26	40
27	20
28	457
29	424709
31	868
32	241
35	112
37	2
50	1
51	1
52	365412
54	240280
>path_1
14	1866
15	76434
17	772
24	6055
25	1700750
28	457
29	424709
31	868
32	241
35	112
52	365412
54	240280
>path_101
9	1402
10	14466
12	7753
15	76434
17	772
22	72
23	33
24	6055
25	1700750
26	40
28	457
29	424709
31	868
32	241
35	112
37	2
50	1
53	6140
54	240280
>path_100
7	637
8	5190
10	14466
12	7753
15	76434
17	772
22	72
23	33
24	6055
25	1700750
26	40
28	457
29	424709
31	868
32	241
35	112
37	2
50	1
53	6140
54	240280
>path_96
1	20075
3	1972
4	919
8	5190
10	14466
12	7753
15	76434
16	113
17	772
22	72
23	33
24	6055
25	1700750
26	40
27	20
28	457
29	424709
30	2879
31	868
32	241
35	112
37	2
50	1
51	1
53	6140
54	240280
55	1446
>path_120
1	20075
3	1972
5	123
8	5190
10	14466
12	7753
15	76434
16	113
17	772
22	72
23	33
24	6055
25	1700750
26	40
27	20
28	457
29	424709
30	2879
31	868
32	241
35	112
37	2
50	1
51	1
53	6140
54	240280
55	1446
>path_99
2	177
3	1972
4	919
6	2
8	5190
10	14466
12	7753
15	76434
17	772
22	72
23	33
24	6055
25	1700750
26	40
28	457
29	424709
31	868
32	241
35	112
37	2
50	1
53	6140
54	240280
>path_10
21	301
22	72
25	1700750
27	20
28	457
29	424709
35	112
37	2
39	5
51	1
52	365412
54	240280
>path_251
0	69090
25	1700750
27	20
41	2308
45	107
52	365412
56	440
>path_200
20	14671
25	1700750
29	424709
36	611
52	365412
56	440
>path_57
11	1592
12	7753
15	76434
16	113
17	772
22	72
23	33
24	6055
25	1700750
26	40
27	20
28	457
40	36
41	2308
43	14
44	1
49	3
52	365412
54	240280
>path_50
18	12071
24	6055
25	1700750
28	457
40	36
41	2308
48	12
49	3
52	365412
54	240280
>path_248
20	14671
25	1700750
41	2308
47	19
52	365412
56	440
>path_55
19	7415
22	72
23	33
24	6055
25	1700750
28	457
40	36
41	2308
42	6
49	3
52	365412
54	240280
