>phasing0	69090
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
>phasing1	20075
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing2	177
+	61	26464
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing3	1972
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing4	919
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	26774	26811
>phasing5	123
+	26774	26811
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing6	2
+	61	26464
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	26774	26811
>phasing7	637
+	61	27037
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing8	5190
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing9	1402
+	61	27378
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing10	14466
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing11	1592
+	66	27754
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing12	7753
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing13	6511
+	61	27883
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing14	1866
+	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing15	76434
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing16	113
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing17	772
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing18	12071
+	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing19	7415
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing20	14671
+	61	28261
-	55	27876
-	55	28249
>phasing21	301
+	66	28260
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	67	28261
>phasing22	72
-	55	27876
-	55	28249
-	61	28261
-	67	28261
>phasing23	33
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing24	6055
-	61	28261
-	66	28260
-	67	28261
>phasing25	1700750
>phasing26	40
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing27	20
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
>phasing28	457
-	61	28261
-	67	28261
>phasing29	424709
-	28519	28571
>phasing30	2879
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	28519	28571
>phasing31	868
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing32	241
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing33	2344
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	28519	28571
>phasing34	114
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing35	112
-	61	28261
-	67	28261
-	28519	28571
>phasing36	611
+	61	28261
-	55	27876
-	55	28249
-	28519	28571
>phasing37	2
-	55	27876
-	55	28249
-	61	28261
-	67	28261
-	28519	28571
>phasing38	261
+	55	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing39	5
+	66	28260
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	67	28261
-	28519	28571
>phasing40	36
+	28519	28571
-	61	28261
-	66	28260
-	67	28261
>phasing41	2308
+	28519	28571
>phasing42	6
+	61	28249
+	28519	28571
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing43	14
+	28519	28571
