5prime	3prime	strand	count	sgRNA_ref
61	27883	True	6198	8
61	28249	True	7091	N
61	27378	True	1216	7a
60	27377	True	4	7a
61	26464	True	123	M
62	25378	True	50	3a
67	28261	True	68566	N
66	28260	True	334	N
68	28262	True	103	N
63	28251	True	7	N
61	28261	True	14519	N
55	27876	True	1698	8
55	28249	True	11326	N
61	22496	True	4	non-canonical
55	21549	True	15	S
61	26234	True	48	E
66	27754	True	1525	7b
60	28260	True	79	N
64	27752	True	14	7b
61	27037	True	581	6
54	28248	True	48	N
54	27875	True	12	8
69	27757	True	5	non-canonical
56	28250	True	14	N
62	28262	True	16	N
59	28247	True	43	N
53	15148	True	13	non-canonical
15161	28261	True	14	N
59	27881	True	25	8
60	26463	True	1	M
64	21552	True	8	S
53	28247	True	1	N
62	27884	True	8	8
53	26942	True	1	6
26953	28265	True	4	N
65	28259	True	6	N
59	28259	True	3	N
62	27379	True	3	7a
56	27877	True	2	8
58	28258	True	1	N
70	28264	True	4	N
53	830	True	1	non-canonical
841	28265	True	1	N
63	26466	True	1	M
64	28258	True	1	N
67	28261	False	3	N
3040	28265	True	4	N
8158	28261	True	1	N
12061	28265	True	1	N
14148	28261	True	1	N
14176	29572	True	12	non-canonical
14394	28261	True	5	N
14469	28255	True	5	N
15265	27378	True	1	7a
15799	28261	True	11	N
18354	28498	True	15	non-canonical
20085	27990	True	4	non-canonical
21733	21777	True	16	non-canonical
21733	21777	False	15	non-canonical
21732	21776	False	1	non-canonical
22640	28059	True	1	non-canonical
23547	23577	False	2	non-canonical
23547	23577	True	3	non-canonical
24654	28282	True	1	non-canonical
26271	29440	True	14	non-canonical
26478	28266	True	9	N
26567	26597	True	49	non-canonical
26567	26597	False	17	non-canonical
26774	26811	False	64	non-canonical
26774	26811	True	63	non-canonical
26780	26817	True	12	non-canonical
26780	26817	False	15	non-canonical
26781	26818	True	1	non-canonical
27260	27286	False	6	non-canonical
27260	27286	True	2	non-canonical
28169	28354	True	18	non-canonical
28519	28571	True	707	non-canonical
28519	28571	False	674	non-canonical
28518	28570	True	3	non-canonical
28518	28570	False	2	non-canonical
28524	28576	False	1	non-canonical
28524	28576	True	1	non-canonical
29061	29089	True	3616	non-canonical
29059	29087	True	30	non-canonical
29061	29089	False	3692	non-canonical
29059	29087	False	26	non-canonical
29064	29092	False	2	non-canonical
29064	29092	True	5	non-canonical
29398	29438	True	14	non-canonical
29398	29438	False	5	non-canonical
29705	29791	False	793	non-canonical
29705	29791	True	4	non-canonical
29704	29790	False	4	non-canonical
29707	29793	False	1	non-canonical
