>path_11
2	69797
22	24
24	1695965
30	425286
34	2526
52	364438
57	239721
>path_8
3	14845
24	1695965
30	425286
35	602
52	364438
57	239721
>path_6
1	6525
17	76435
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
52	364438
57	239721
>path_7
20	7508
24	1695965
25	6218
26	35
27	66
28	471
30	425286
31	842
33	137
37	95
48	1
50	2
52	364438
57	239721
>path_2
0	11762
24	1695965
25	6218
28	471
30	425286
31	842
36	242
37	95
52	364438
57	239721
>path_9
14	1515
15	7840
17	76435
18	817
19	117
22	24
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
51	1
52	364438
57	239721
>path_1
16	1938
17	76435
18	817
24	1695965
25	6218
28	471
29	247
30	425286
31	842
37	95
52	364438
57	239721
>path_4
10	603
11	10019
13	14410
15	7840
17	76435
18	817
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
52	364438
53	812
57	239721
>path_98
0	11762
24	1695965
25	6218
28	471
30	425286
31	842
36	242
37	95
54	6082
57	239721
>path_5
12	1359
13	14410
15	7840
17	76435
18	817
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
52	364438
57	239721
>path_0
4	19104
6	2017
7	897
11	10019
13	14410
15	7840
17	76435
18	817
19	117
22	24
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
32	2875
37	95
48	1
49	1
50	2
51	1
52	364438
53	812
56	26
57	239721
58	1444
>path_24
4	19104
6	2017
8	96
11	10019
13	14410
15	7840
17	76435
18	817
19	117
22	24
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
32	2875
37	95
48	1
49	1
50	2
51	1
52	364438
53	812
56	26
57	239721
58	1444
>path_3
5	150
6	2017
7	897
9	2
11	10019
13	14410
15	7840
17	76435
18	817
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
52	364438
53	812
57	239721
>path_59
2	69797
22	24
24	1695965
38	2330
43	114
52	364438
57	239721
>path_298
21	332
22	24
24	1695965
27	66
28	471
30	425286
37	95
47	8
50	2
54	6082
59	475
>path_200
3	14845
24	1695965
30	425286
35	602
52	364438
59	475
>path_56
3	14845
24	1695965
38	2330
44	33
52	364438
57	239721
>path_145
16	1938
17	76435
18	817
24	1695965
25	6218
28	471
38	2330
40	11
41	35
46	3
54	6082
57	239721
>path_146
0	11762
24	1695965
25	6218
28	471
38	2330
41	35
45	16
46	3
54	6082
57	239721
>path_292
10	603
11	10019
13	14410
15	7840
17	76435
18	817
23	49
24	1695965
25	6218
26	35
27	66
28	471
29	247
30	425286
31	842
37	95
48	1
49	1
50	2
54	6082
55	16
59	475
>path_151
20	7508
24	1695965
25	6218
26	35
27	66
28	471
38	2330
41	35
42	7
46	3
54	6082
57	239721
