>phasing0	66584
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	68	28262
>phasing1	20006
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing2	134
+	61	26464
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing3	2031
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing4	897
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
-	26774	26811
>phasing5	104
+	26774	26811
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing6	614
+	61	27037
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing7	5210
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing8	1287
+	61	27378
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing9	14581
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
>phasing10	1608
+	66	27754
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing11	7748
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing12	6672
+	61	27883
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing13	1845
+	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing14	751
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing15	115
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing16	77199
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing17	7325
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing18	12013
+	55	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing19	14698
+	61	28261
-	55	27876
-	55	28249
-	68	28262
>phasing20	326
+	66	28260
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	67	28261
-	68	28262
>phasing21	81
-	55	27876
-	55	28249
-	61	28261
-	67	28261
-	68	28262
>phasing22	50
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing23	6059
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing24	3937
-	68	28262
>phasing25	103
+	68	28262
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing26	1698797
>phasing27	35
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
>phasing28	17
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
>phasing29	494
-	61	28261
-	67	28261
-	68	28262
>phasing30	424609
-	28519	28571
>phasing31	842
-	61	28261
-	66	28260
-	67	28261
-	68	28262
-	28519	28571
>phasing32	1233
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
-	28519	28571
>phasing33	801
-	68	28262
-	28519	28571
>phasing34	141
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
-	68	28262
-	28519	28571
>phasing35	2843
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	68	28262
-	28519	28571
>phasing36	81
-	61	28261
-	67	28261
-	68	28262
-	28519	28571
>phasing37	2039
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	68	28262
-	28519	28571
>phasing38	564
+	61	28261
-	55	27876
-	55	28249
-	68	28262
-	28519	28571
>phasing39	232
