>phasing0	6651
+	61	27883
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing1	69593
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
>phasing2	7361
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing3	612
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
-	67	28261
>phasing4	18427
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing5	162
+	61	26464
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing6	2029
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing7	926
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	26774	26811
>phasing8	93
+	26774	26811
-	55	27876
-	55	28249
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing9	1
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	26774	26811
>phasing10	624
+	61	27037
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing11	5347
-	55	27876
-	55	28249
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing12	1347
+	61	27378
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing13	14569
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing14	1557
+	66	27754
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	28260
-	67	28261
>phasing15	7756
-	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing16	1990
+	55	27876
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing17	111
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing18	813
-	55	28249
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing19	76434
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing20	11738
+	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing21	14758
+	61	28261
-	55	27876
-	55	28249
>phasing22	354
+	66	28260
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	67	28261
>phasing23	47
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing24	38
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing25	176
+	65	2561
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing26	59
-	55	27876
-	55	28249
-	61	28261
-	67	28261
>phasing27	26
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
>phasing28	6008
-	61	28261
-	66	28260
-	67	28261
>phasing29	1699951
>phasing30	478
-	61	28261
-	67	28261
>phasing31	1
-	55	27876
-	55	28249
>phasing32	2
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	28260
-	67	28261
>phasing33	426005
-	28519	28571
>phasing34	262
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing35	812
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing36	156
+	61	28249
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing37	2830
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	28519	28571
>phasing38	98
-	61	28261
-	67	28261
-	28519	28571
>phasing39	2514
+	67	28261
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
-	28519	28571
>phasing40	1
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing41	583
+	61	28261
-	55	27876
-	55	28249
-	28519	28571
>phasing42	237
+	55	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing43	6
+	65	2561
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	28519	28571
>phasing44	30
+	28519	28571
-	61	28261
-	66	28260
-	67	28261
>phasing45	2356
+	28519	28571
>phasing46	5
+	61	28249
+	28519	28571
-	55	27876
-	55	28249
-	61	28261
-	66	28260
-	67	28261
>phasing47	17
+	28519	28571
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
>phasing48	4
+	28519	28571
-	61	28261
-	67	28261
>phasing49	14
+	28519	28571
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
>phasing50	98
+	67	28261
+	28519	28571
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
>phasing51	27
+	61	28261
+	28519	28571
-	55	27876
-	55	28249
>phasing52	11
+	55	28249
+	28519	28571
-	61	28261
-	66	28260
-	67	28261
>phasing53	1
+	28519	28571
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
-	67	28261
>phasing54	4
+	66	28260
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	67	28261
-	28519	28571
>phasing55	1
-	55	27876
-	55	28249
-	61	28249
-	61	28261
-	66	28260
-	67	28261
-	28519	28571
>phasing56	1
-	55	27876
-	55	28249
-	61	28261
-	67	28261
-	28519	28571
>phasing57	5
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	65	2561
-	66	27754
-	66	28260
-	67	28261
-	28519	28571
>phasing58	1
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	28519	28571
>phasing59	366199
-	29061	29089
>phasing60	6056
+	29061	29089
>phasing61	57
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	29061	29089
>phasing62	239111
-	29705	29791
>phasing63	1386
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
-	29705	29791
>phasing64	464
+	29705	29791
>phasing65	4
+	29705	29791
-	55	27876
-	55	28249
-	61	26464
-	61	27037
-	61	27378
-	61	27883
-	61	28249
-	61	28261
-	66	27754
-	66	28260
-	67	28261
