>path_13
0	33980
26	1660034
35	54
36	395968
42	1161
59	362543
62	226210
>path_10
1	29537
26	1660034
36	395968
43	1175
59	362543
62	226210
>path_9
26	1660034
27	17822
31	48
33	9073
34	730
36	395968
37	1221
39	122
40	305
58	1
59	362543
62	226210
>path_8
22	7480
23	137191
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
59	362543
62	226210
>path_11
19	5658
20	15854
23	137191
24	1963
25	77
26	1660034
29	97
31	48
33	9073
34	730
35	54
36	395968
37	1221
38	465
39	122
55	2
56	2
58	1
59	362543
62	226210
>path_2
26	1660034
28	8344
33	9073
34	730
36	395968
37	1221
39	122
44	170
59	362543
62	226210
>path_1
21	6387
23	137191
24	1963
26	1660034
33	9073
34	730
36	395968
37	1221
38	465
39	122
59	362543
62	226210
>path_458
1	29537
26	1660034
36	395968
43	1175
59	362543
65	4000
>path_567
17	982
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
46	15649
47	40
49	90
54	5
59	362543
65	4000
>path_125
0	33980
26	1660034
35	54
46	15649
50	89
59	362543
62	226210
>path_122
1	29537
26	1660034
46	15649
52	107
59	362543
62	226210
>path_4
3	164
4	4433
6	3796
7	1983
10	3931
11	123
13	3700
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
59	362543
62	226210
63	400
>path_454
9	597
10	3931
12	152
13	3700
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
59	362543
65	4000
>path_121
26	1660034
27	17822
31	48
33	9073
34	730
46	15649
48	28
49	90
54	5
59	362543
62	226210
>path_0
2	13854
4	4433
6	3796
7	1983
10	3931
11	123
13	3700
18	15137
20	15854
23	137191
24	1963
25	77
26	1660034
29	97
31	48
33	9073
34	730
35	54
36	395968
37	1221
38	465
39	122
41	2173
55	2
56	2
58	1
59	362543
61	1915
62	226210
63	400
64	931
>path_562
26	1660034
28	8344
33	9073
34	730
46	15649
49	90
53	14
54	5
59	362543
65	4000
>path_845
5	316
6	3796
7	1983
10	3931
14	14
15	216
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
46	15649
47	40
49	90
54	5
60	391
65	4000
>path_12
26	1660034
32	152
34	730
35	54
36	395968
39	122
45	4
59	362543
62	226210
>path_3
26	1660034
30	135
34	730
36	395968
39	122
57	2
59	362543
62	226210
>path_32
3	164
4	4433
6	3796
8	128
10	3931
11	123
13	3700
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
59	362543
62	226210
63	400
>path_480
3	164
4	4433
6	3796
8	128
10	3931
11	123
13	3700
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
59	362543
65	4000
66	11
>path_341
5	316
6	3796
7	1983
10	3931
11	123
13	3700
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
46	15649
47	40
49	90
54	5
60	391
62	226210
>path_286
9	597
10	3931
15	216
16	13
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
36	395968
37	1221
38	465
39	122
56	2
58	1
60	391
62	226210
>path_622
9	597
10	3931
15	216
16	13
18	15137
20	15854
23	137191
24	1963
26	1660034
29	97
31	48
33	9073
34	730
46	15649
47	40
49	90
54	5
59	362543
65	4000
