5prime	3prime	strand	count	sgRNA_ref
61	27883	True	7045	8
61	28249	True	17373	N
61	27378	True	938	7a
61	26464	True	317	M
62	25378	True	65	3a
67	28261	True	34240	N
65	28259	True	41	N
66	28260	True	152	N
61	28261	True	29401	N
60	28260	True	139	N
59	28247	True	97	N
66	27754	True	5280	7b
55	27876	True	5974	8
55	28249	True	7838	N
61	26234	True	176	E
61	27037	True	743	6
64	21552	True	24	S
55	21549	True	13	S
54	27875	True	30	8
67	28255	True	1	N
62	28262	True	40	N
54	28248	True	36	N
59	27881	True	34	8
64	27752	True	37	7b
62	27884	True	12	8
68	28262	True	45	N
56	28250	True	13	N
60	27377	True	7	7a
58	28246	True	2	N
56	27877	True	6	8
62	27379	True	2	7a
62	21301	True	1	non-canonical
21313	28269	True	11	N
69	27757	True	3	non-canonical
61	15773	True	1	non-canonical
63	28251	True	26	N
65	22494	True	1	non-canonical
66	22495	True	3	non-canonical
58	26231	True	1	E
62	27038	True	1	6
60	27036	True	3	6
59	28259	True	2	N
63	28263	True	1	N
67	21052	True	5	non-canonical
57	25373	True	1	3a
63	26466	True	1	M
61	22496	True	1	non-canonical
67	28261	False	1	N
7129	28248	True	1	N
8158	28261	True	1	N
9537	9569	True	1	non-canonical
9537	9569	False	4	non-canonical
10281	28871	True	1	non-canonical
10846	28261	True	5	N
10851	28260	True	1	N
14121	29553	True	1	10
14176	29572	True	8	non-canonical
14469	28255	True	3	N
18354	28498	True	6	non-canonical
18821	27383	True	1	7a
19527	27046	True	1	6
20085	27990	True	2	non-canonical
21585	27914	True	1	non-canonical
21733	21777	True	5	non-canonical
21733	21777	False	3	non-canonical
22640	28059	True	2	non-canonical
22667	28261	True	2	N
23547	23577	True	4	non-canonical
23547	23577	False	9	non-canonical
26271	29440	True	9	non-canonical
26449	28249	True	1	N
26567	26597	True	8	non-canonical
26567	26597	False	9	non-canonical
26774	26811	True	7	non-canonical
26780	26817	True	64	non-canonical
26780	26817	False	65	non-canonical
26774	26811	False	4	non-canonical
26781	26818	True	1	non-canonical
27260	27286	True	162	non-canonical
27260	27286	False	153	non-canonical
27259	27285	False	2	non-canonical
27259	27285	True	2	non-canonical
27399	27900	True	6	non-canonical
28518	28570	True	41	non-canonical
28519	28571	True	9100	non-canonical
28519	28571	False	8922	non-canonical
28524	28576	True	12	non-canonical
28524	28576	False	20	non-canonical
28515	28567	False	2	non-canonical
28518	28570	False	43	non-canonical
28517	28569	False	1	non-canonical
28517	28569	True	1	non-canonical
28714	28735	False	13	non-canonical
28714	28735	True	3	non-canonical
29059	29087	False	1	non-canonical
29061	29089	True	209	non-canonical
29061	29089	False	182	non-canonical
29064	29092	False	1	non-canonical
29059	29087	True	2	non-canonical
29705	29791	True	27	non-canonical
29705	29791	False	7126	non-canonical
29704	29790	False	40	non-canonical
29707	29793	False	7	non-canonical
29703	29789	False	1	non-canonical
