>path_13
0	34153
34	1665656
35	48
37	395394
43	1099
60	1
64	363506
67	225701
>path_10
28	29714
34	1665656
37	395394
44	1220
64	363506
67	225701
>path_9
26	17942
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
41	314
62	1
64	363506
67	225701
>path_8
22	7402
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
64	363506
67	225701
>path_2
27	8160
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
45	151
64	363506
67	225701
>path_11
1	5632
20	15815
23	2051
24	135961
25	81
29	124
30	51
31	9148
34	1665656
35	48
36	697
37	395394
38	1228
39	127
40	464
58	2
60	1
61	1
62	1
64	363506
67	225701
>path_449
21	6456
23	2051
24	135961
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
64	363506
69	3908
>path_7
18	1008
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
64	363506
67	225701
>path_4
3	184
4	4697
6	3668
7	1876
10	4022
11	130
12	3700
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
46	13
61	1
62	1
64	363506
67	225701
68	392
>path_125
0	34153
34	1665656
35	48
47	15610
52	85
64	363506
67	225701
>path_122
28	29714
34	1665656
47	15610
53	93
64	363506
67	225701
>path_113
21	6456
23	2051
24	135961
31	9148
34	1665656
36	697
47	15610
48	96
49	39
51	8
64	363506
67	225701
>path_6
9	637
10	4022
12	3700
13	136
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
64	363506
67	225701
>path_121
26	17942
30	51
31	9148
34	1665656
36	697
47	15610
48	96
50	29
51	8
64	363506
67	225701
>path_0
2	10988
4	4697
6	3668
7	1876
10	4022
11	130
12	3700
17	1
19	15240
20	15815
23	2051
24	135961
25	81
29	124
30	51
31	9148
34	1665656
35	48
36	697
37	395394
38	1228
39	127
40	464
42	2096
46	13
58	2
60	1
61	1
62	1
64	363506
65	55
67	225701
68	392
71	949
>path_561
21	6456
23	2051
24	135961
31	9148
34	1665656
36	697
47	15610
48	96
49	39
51	8
64	363506
69	3908
>path_114
27	8160
31	9148
34	1665656
36	697
47	15610
48	96
51	8
55	12
64	363506
67	225701
>path_285
5	337
6	3668
7	1876
10	4022
15	13
16	239
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
66	337
67	225701
>path_313
5	337
6	3668
8	114
10	4022
15	13
16	239
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
66	337
67	225701
>path_460
33	150
34	1665656
35	48
36	697
37	395394
39	127
60	1
63	1
64	363506
69	3908
>path_62
9	637
10	4022
14	10
16	239
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
64	363506
67	225701
>path_452
3	184
4	4697
6	3668
7	1876
10	4022
11	130
12	3700
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
46	13
61	1
62	1
64	363506
69	3908
70	14
>path_257
5	337
6	3668
8	114
10	4022
11	130
12	3700
19	15240
20	15815
23	2051
24	135961
29	124
30	51
31	9148
34	1665656
36	697
37	395394
38	1228
39	127
40	464
61	1
62	1
66	337
67	225701
>path_572
33	150
34	1665656
35	48
36	697
47	15610
51	8
57	2
64	363506
69	3908
>path_675
32	141
34	1665656
36	697
37	395394
39	127
59	2
66	337
69	3908
>path_563
32	141
34	1665656
36	697
47	15610
51	8
54	1
64	363506
69	3908
>path_3
32	141
34	1665656
36	697
37	395394
39	127
59	2
64	363506
67	225701
