5prime	3prime	strand	count	sgRNA_ref
61	27883	True	7096	8
61	28249	True	17276	N
61	27378	True	891	7a
59	27376	True	1	7a
61	26464	True	303	M
67	28261	True	34234	N
59	28247	True	94	N
66	28260	True	148	N
68	28262	True	38	N
65	28259	True	3	N
61	28261	True	29198	N
62	28262	True	40	N
66	27754	True	5324	7b
55	27876	True	6039	8
55	28249	True	7930	N
54	28248	True	35	N
56	28250	True	6	N
61	15773	True	2	non-canonical
61	26234	True	184	E
61	27037	True	717	6
54	27875	True	33	8
64	21552	True	39	S
62	25378	True	51	3a
60	28260	True	144	N
64	27752	True	43	7b
55	21549	True	9	S
59	27881	True	24	8
60	27377	True	5	7a
56	28244	True	1	N
14	28789	True	1	non-canonical
63	28251	True	17	N
59	28259	True	2	N
48	20896	True	1	non-canonical
20908	28249	True	1	N
62	27884	True	9	8
69	27757	True	3	non-canonical
56	27877	True	5	8
58	28246	True	1	N
61	22496	True	3	non-canonical
60	27036	True	3	6
67	21052	True	5	non-canonical
62	27038	True	2	6
66	22495	True	7	non-canonical
55	9579	True	1	non-canonical
9590	28261	True	2	N
63	26466	True	1	M
60	4696	True	1	non-canonical
4708	28261	True	1	N
8158	28261	True	1	N
9537	9569	True	4	non-canonical
9537	9569	False	1	non-canonical
10846	28249	True	3	N
10846	28261	True	1	N
14176	29572	True	11	non-canonical
14469	28255	True	4	N
18165	28269	True	2	N
18354	28498	True	11	non-canonical
18973	28261	True	1	N
19476	28681	True	1	non-canonical
20085	27990	True	5	non-canonical
21733	21777	False	4	non-canonical
21733	21777	True	4	non-canonical
23547	23577	True	11	non-canonical
23547	23577	False	7	non-canonical
25454	29287	True	1	non-canonical
26219	27876	True	1	8
26271	29440	True	13	non-canonical
26478	28266	True	7	N
26567	26597	True	6	non-canonical
26567	26597	False	8	non-canonical
26780	26817	True	84	non-canonical
26780	26817	False	63	non-canonical
26774	26811	False	2	non-canonical
26774	26811	True	4	non-canonical
27260	27286	True	181	non-canonical
27260	27286	False	181	non-canonical
27259	27285	False	1	non-canonical
28519	28571	True	9014	non-canonical
28518	28570	True	41	non-canonical
28519	28571	False	9015	non-canonical
28518	28570	False	52	non-canonical
28524	28576	True	12	non-canonical
28524	28576	False	13	non-canonical
29061	29089	True	207	non-canonical
29061	29089	False	222	non-canonical
29059	29087	False	1	non-canonical
29059	29087	True	1	non-canonical
29064	29092	True	1	non-canonical
29705	29791	True	24	non-canonical
29705	29791	False	7087	non-canonical
29704	29790	False	32	non-canonical
29707	29793	False	2	non-canonical
29703	29789	False	1	non-canonical
