5prime	3prime	strand	count	sgRNA_ref
61	27883	True	3219	8
61	28249	True	8248	N
67	28261	True	55872	N
61	27378	True	782	7a
61	26464	True	52	M
68	28262	True	73	N
66	28260	True	255	N
61	28261	True	36942	N
60	28260	True	153	N
55	27876	True	2779	8
55	28249	True	8888	N
66	27754	True	812	7b
61	27037	True	274	6
54	28248	True	46	N
62	25378	True	39	3a
70	28264	True	2	N
62	28262	True	55	N
64	21552	True	17	S
59	28247	True	43	N
61	26234	True	44	E
56	28250	True	12	N
65	28259	True	5	N
52	4457	True	13	non-canonical
4469	28259	True	15	N
59	27881	True	9	8
54	27875	True	10	8
64	27752	True	4	7b
63	28251	True	7	N
60	27377	True	4	7a
61	15773	True	2	non-canonical
59	28259	True	3	N
56	27877	True	3	8
60	26463	True	1	M
66	22495	True	2	non-canonical
64	28258	True	1	N
49	25201	True	1	non-canonical
25212	28261	True	1	N
55	21549	True	3	S
62	27379	True	2	7a
53	79	True	1	non-canonical
90	28265	True	1	N
67	21052	True	1	non-canonical
61	28261	False	1	N
69	27757	True	1	non-canonical
67	28261	False	1	N
3758	28253	True	1	N
7084	28261	True	1	N
10430	28261	True	2	N
10846	28261	True	4	N
11486	28249	True	1	N
12061	28265	True	2	N
12130	28249	True	1	N
14148	28261	True	3	N
14469	28255	True	1	N
14469	28261	True	1	N
16695	28608	True	1	non-canonical
18165	28269	True	1	N
18354	28498	True	5	non-canonical
28519	28571	True	30314	non-canonical
20085	27990	True	3	non-canonical
20912	28253	True	1	N
21733	21777	False	3	non-canonical
21733	21777	True	3	non-canonical
22375	28265	True	18	N
23547	23577	False	8	non-canonical
23547	23577	True	2	non-canonical
25390	29089	True	1	non-canonical
26478	27894	True	2	non-canonical
26567	26597	True	9	non-canonical
26567	26597	False	3	non-canonical
26774	26811	False	15	non-canonical
26774	26811	True	16	non-canonical
26780	26817	False	3	non-canonical
26773	26810	False	1	non-canonical
26780	26817	True	1	non-canonical
27110	29338	True	2	non-canonical
27260	27286	False	11	non-canonical
27260	27286	True	9	non-canonical
28145	28261	True	1	N
28517	28569	True	2	non-canonical
28518	28570	False	138	non-canonical
28519	28571	False	29870	non-canonical
28518	28570	True	139	non-canonical
28524	28576	False	42	non-canonical
28524	28576	True	36	non-canonical
28525	28577	True	1	non-canonical
29059	29087	False	192	non-canonical
29059	29087	True	162	non-canonical
29061	29089	True	27057	non-canonical
29061	29089	False	27020	non-canonical
29064	29092	False	35	non-canonical
29064	29092	True	28	non-canonical
29705	29791	True	184	non-canonical
29705	29791	False	42221	non-canonical
29704	29790	False	176	non-canonical
29707	29793	False	63	non-canonical
29703	29789	False	2	non-canonical
