5prime	3prime	strand	count	sgRNA_ref
61	27883	True	3120	8
61	28249	True	8152	N
59	28247	True	37	N
61	27378	True	874	7a
61	26464	True	49	M
67	28261	True	55974	N
66	28260	True	285	N
68	28262	True	79	N
61	28261	True	37017	N
55	27876	True	2691	8
54	27875	True	18	8
55	28249	True	8933	N
61	27037	True	262	6
66	27754	True	782	7b
62	25378	True	36	3a
61	26234	True	32	E
54	28248	True	38	N
60	28260	True	202	N
59	28259	True	44	N
62	28262	True	39	N
59	27881	True	17	8
63	28251	True	10	N
67	21052	True	2	non-canonical
56	27877	True	5	8
57	27033	True	1	6
64	21552	True	16	S
55	21549	True	4	S
62	27379	True	2	7a
56	28250	True	12	N
65	28259	True	9	N
62	2558	True	1	non-canonical
2569	28268	True	6	N
55	9579	True	2	non-canonical
9590	28261	True	5	N
60	27377	True	1	7a
64	27752	True	3	7b
62	27038	True	1	6
66	22495	True	1	non-canonical
59	8198	True	1	non-canonical
8212	28274	True	7	non-canonical
58	28246	True	1	N
8158	28261	True	1	N
10816	28249	True	1	N
10846	28261	True	5	N
12061	28265	True	1	N
12911	28261	True	1	N
13195	28512	True	1	non-canonical
14148	28261	True	1	N
14176	29572	True	12	non-canonical
14874	28249	True	2	N
18354	28498	True	13	non-canonical
28519	28571	True	29947	non-canonical
21733	21777	False	5	non-canonical
21733	21777	True	5	non-canonical
22947	28262	True	1	N
23445	29548	True	1	10
23547	23577	True	7	non-canonical
23547	23577	False	5	non-canonical
25390	29089	True	4	non-canonical
26271	29440	True	15	non-canonical
26478	28266	True	3	N
26567	26597	True	14	non-canonical
26567	26597	False	3	non-canonical
26602	28261	True	3	N
26774	26811	True	12	non-canonical
26774	26811	False	21	non-canonical
27260	27286	True	5	non-canonical
27260	27286	False	9	non-canonical
28515	28567	False	2	non-canonical
28518	28570	True	123	non-canonical
28519	28571	False	30083	non-canonical
28518	28570	False	147	non-canonical
28517	28569	False	2	non-canonical
28524	28576	False	42	non-canonical
28524	28576	True	43	non-canonical
28517	28569	True	1	non-canonical
28822	29420	True	1	non-canonical
29059	29087	False	193	non-canonical
29059	29087	True	203	non-canonical
29061	29089	True	26904	non-canonical
29061	29089	False	27500	non-canonical
29064	29092	False	39	non-canonical
29064	29092	True	26	non-canonical
29066	29094	True	1	non-canonical
29066	29094	False	2	non-canonical
29705	29791	True	187	non-canonical
29705	29791	False	41725	non-canonical
29704	29790	False	183	non-canonical
29707	29793	False	64	non-canonical
29703	29789	False	1	non-canonical
