5prime	3prime	strand	count	sgRNA_ref
61	27883	True	3198	8
61	28249	True	8116	N
63	28251	True	16	N
67	28261	True	55741	N
66	28260	True	266	N
61	27378	True	792	7a
62	25378	True	27	3a
61	28261	True	36581	N
60	28260	True	177	N
55	27876	True	2758	8
55	28249	True	8907	N
66	22495	True	2	non-canonical
66	27754	True	786	7b
61	27037	True	249	6
62	28262	True	54	N
61	26234	True	36	E
59	28247	True	32	N
60	27377	True	5	7a
56	28250	True	10	N
58	28246	True	1	N
49	25201	True	2	non-canonical
25212	28261	True	2	N
59	27881	True	12	8
54	28248	True	43	N
68	28262	True	74	N
61	26464	True	72	M
59	28259	True	3	N
65	28259	True	6	N
64	27752	True	9	7b
49	25218	True	1	non-canonical
25229	28261	True	1	N
64	21552	True	14	S
54	9578	True	1	non-canonical
9590	28261	True	3	N
55	21549	True	5	S
47	25306	True	1	non-canonical
25319	28261	True	2	N
62	27884	True	3	8
58	6889	True	1	non-canonical
6901	28265	True	1	N
53	27874	True	1	8
53	28247	True	1	N
54	27875	True	11	8
67	21052	True	3	non-canonical
69	27757	True	2	non-canonical
56	27877	True	2	8
63	28263	True	2	N
62	27379	True	1	7a
67	28261	False	1	N
2167	28261	True	1	N
6610	28264	True	1	N
8158	28261	True	2	N
8728	29642	True	7	non-canonical
10846	28261	True	4	N
12061	28265	True	2	N
12911	28249	True	1	N
14148	28261	True	2	N
14176	29572	True	15	non-canonical
14469	28255	True	3	N
14493	29321	True	1	non-canonical
18165	28269	True	5	N
18354	28498	True	13	non-canonical
28519	28571	True	29908	non-canonical
20628	28571	True	1	non-canonical
20984	29473	True	1	non-canonical
21203	28265	True	1	N
21733	21777	True	3	non-canonical
21733	21777	False	4	non-canonical
22271	28506	True	1	non-canonical
22375	28265	True	29	N
22640	28059	True	2	non-canonical
23547	23577	True	2	non-canonical
23547	23577	False	1	non-canonical
23996	27890	True	2	8
26478	28266	True	3	N
26567	26597	True	4	non-canonical
26567	26597	False	5	non-canonical
26774	26811	True	15	non-canonical
26774	26811	False	11	non-canonical
26780	26817	False	1	non-canonical
26780	26817	True	5	non-canonical
27260	27286	True	11	non-canonical
27260	27286	False	6	non-canonical
28519	28571	False	30104	non-canonical
28518	28570	False	138	non-canonical
28515	28567	False	2	non-canonical
28518	28570	True	133	non-canonical
28524	28576	True	47	non-canonical
28524	28576	False	35	non-canonical
28517	28569	True	3	non-canonical
28517	28569	False	4	non-canonical
28515	28567	True	1	non-canonical
29059	29087	True	156	non-canonical
29059	29087	False	185	non-canonical
29061	29089	True	26800	non-canonical
29061	29089	False	27287	non-canonical
29064	29092	False	31	non-canonical
29064	29092	True	41	non-canonical
29705	29791	True	184	non-canonical
29705	29791	False	42179	non-canonical
29704	29790	False	203	non-canonical
29707	29793	False	53	non-canonical
29702	29788	False	1	non-canonical
29703	29789	False	3	non-canonical
