5prime	3prime	strand	count	sgRNA_ref
61	27883	True	3238	8
61	28249	True	8169	N
67	28261	True	55850	N
62	1959	True	2	non-canonical
1971	28269	True	2	N
66	28260	True	284	N
68	28262	True	62	N
61	27378	True	764	7a
61	26464	True	55	M
62	25378	True	30	3a
61	28261	True	36870	N
60	28260	True	172	N
55	27876	True	2752	8
55	28249	True	9003	N
54	28248	True	52	N
66	27754	True	797	7b
61	27037	True	269	6
62	28262	True	36	N
61	26234	True	26	E
59	28247	True	39	N
59	28259	True	4	N
64	27752	True	6	7b
56	28250	True	13	N
64	21552	True	18	S
54	27875	True	10	8
59	27881	True	13	8
63	28251	True	12	N
62	27884	True	5	8
56	27877	True	5	8
60	27377	True	4	7a
53	26942	True	1	6
26953	28265	True	14	N
62	27038	True	1	6
65	28259	True	4	N
59	4583	True	1	non-canonical
4594	27893	True	1	8
62	2558	True	3	non-canonical
2569	28268	True	13	N
64	28258	True	1	N
58	28246	True	1	N
60	27036	True	1	6
55	21549	True	6	S
67	21052	True	2	non-canonical
53	28247	True	2	N
70	28264	True	3	N
51	20899	True	1	non-canonical
20912	28253	True	1	N
66	22495	True	2	non-canonical
67	28261	False	3	N
2573	28272	True	4	N
2575	29090	True	1	non-canonical
2662	29089	True	2	non-canonical
8158	28261	True	1	N
10430	28261	True	2	N
10846	28261	True	3	N
12446	28267	True	3	N
14176	29572	True	12	non-canonical
14469	28255	True	3	N
17025	28261	True	3	N
18354	28498	True	6	non-canonical
28519	28571	True	30145	non-canonical
20479	29088	True	1	non-canonical
21733	21777	True	4	non-canonical
21733	21777	False	5	non-canonical
21732	21776	False	1	non-canonical
22315	28871	True	6	non-canonical
22375	28265	True	24	N
22640	28059	True	1	non-canonical
23547	23577	False	2	non-canonical
23547	23577	True	5	non-canonical
25411	28265	True	4	N
26271	29440	True	12	non-canonical
26478	27894	True	1	non-canonical
26478	28266	True	1	N
26567	26597	True	10	non-canonical
26567	26597	False	3	non-canonical
26774	26811	True	12	non-canonical
26780	26817	False	2	non-canonical
26774	26811	False	18	non-canonical
26773	26810	True	1	non-canonical
27260	27286	False	9	non-canonical
27260	27286	True	8	non-canonical
27594	28948	True	13	non-canonical
28169	28354	True	23	non-canonical
28196	28261	True	1	N
28518	28570	True	134	non-canonical
28519	28571	False	29965	non-canonical
28518	28570	False	137	non-canonical
28524	28576	False	39	non-canonical
28517	28569	False	3	non-canonical
28524	28576	True	45	non-canonical
28517	28569	True	2	non-canonical
29059	29087	True	202	non-canonical
29059	29087	False	211	non-canonical
29061	29089	True	26931	non-canonical
29061	29089	False	27132	non-canonical
29064	29092	True	41	non-canonical
29064	29092	False	41	non-canonical
29704	29790	False	216	non-canonical
29705	29791	True	186	non-canonical
29705	29791	False	41480	non-canonical
29704	29790	True	1	non-canonical
29707	29793	False	63	non-canonical
29703	29789	False	3	non-canonical
29708	29794	False	1	non-canonical
