>path_11
0	55469
17	1759748
21	40
24	2222
29	132
35	366696
39	1786
44	3
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_776
14	37147
17	1759748
24	2222
30	112
35	366696
40	1351
65	2137
66	5817
67	323449
74	5021
77	1843
82	23342
>path_8
14	37147
17	1759748
24	2222
30	112
35	366696
40	1351
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_1019
0	55469
17	1759748
21	40
24	2222
29	132
46	48994
50	331
66	5817
69	44725
77	1843
82	23342
>path_7
15	8434
17	1759748
18	5160
22	66
23	423
24	2222
27	41
28	10
32	6
35	366696
36	612
38	147
42	86
52	3
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_2
13	9469
17	1759748
18	5160
23	423
24	2222
27	41
31	20
32	6
35	366696
36	612
41	174
42	86
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_6
9	3449
10	54839
17	1759748
18	5160
20	54
22	66
23	423
24	2222
25	12
27	41
32	6
34	1082
35	366696
36	612
42	86
52	3
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_1016
14	37147
17	1759748
24	2222
30	112
46	48994
51	261
66	5817
69	44725
77	1843
82	23342
>path_1
8	2998
10	54839
11	741
17	1759748
18	5160
23	423
24	2222
25	12
27	41
32	6
34	1082
35	366696
36	612
42	86
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_1010
13	9469
17	1759748
18	5160
23	423
24	2222
27	41
31	20
32	6
46	48994
48	134
54	16
55	36
66	5817
69	44725
77	1843
82	23342
>path_9
6	848
7	4321
10	54839
11	741
12	77
17	1759748
18	5160
20	54
21	40
22	66
23	423
24	2222
25	12
27	41
32	6
34	1082
35	366696
36	612
42	86
44	3
52	3
64	1
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_1014
9	3449
10	54839
17	1759748
18	5160
20	54
22	66
23	423
24	2222
25	12
27	41
32	6
46	48994
48	134
53	182
54	16
57	1
66	5817
69	44725
77	1843
82	23342
>path_0
1	17761
3	2727
5	8216
7	4321
10	54839
11	741
12	77
17	1759748
18	5160
20	54
21	40
22	66
23	423
24	2222
25	12
26	35
27	41
32	6
34	1082
35	366696
36	612
37	2467
42	86
44	3
52	3
64	1
65	2137
66	5817
67	323449
70	58
73	15
74	5021
75	1
76	2
77	1843
78	21
79	190148
80	1168
85	63
>path_247
15	8434
17	1759748
18	5160
22	66
23	423
24	2222
27	41
28	10
32	6
46	48994
47	22
48	134
54	16
57	1
66	5817
69	44725
77	1843
79	190148
85	63
>path_4
2	292
3	2727
5	8216
7	4321
10	54839
11	741
17	1759748
18	5160
20	54
22	66
23	423
24	2222
25	12
27	41
32	6
34	1082
35	366696
36	612
42	86
52	3
65	2137
66	5817
67	323449
73	15
74	5021
75	1
77	1843
79	190148
85	63
>path_5
4	815
5	8216
7	4321
10	54839
11	741
17	1759748
18	5160
20	54
22	66
23	423
24	2222
25	12
27	41
32	6
34	1082
35	366696
36	612
42	86
52	3
65	2137
66	5817
67	323449
73	15
74	5021
75	1
77	1843
79	190148
85	63
>path_10
16	282
17	1759748
21	40
23	423
24	2222
32	6
33	1
35	366696
42	86
44	3
56	6
65	2137
66	5817
67	323449
74	5021
77	1843
79	190148
85	63
>path_392
14	37147
17	1759748
24	2222
30	112
35	366696
40	1351
65	2137
66	5817
67	323449
74	5021
81	116
85	63
>path_1008
1	17761
3	2727
5	8216
7	4321
10	54839
11	741
12	77
17	1759748
18	5160
20	54
21	40
22	66
23	423
24	2222
25	12
26	35
27	41
32	6
46	48994
48	134
49	182
53	182
54	16
57	1
66	5817
69	44725
71	6
72	1
77	1843
78	21
82	23342
83	185
>path_99
17	1759748
19	169
23	423
24	2222
32	6
35	366696
42	86
43	6
65	2137
68	342
74	5021
77	1843
79	190148
85	63
>path_245
4	815
5	8216
7	4321
10	54839
11	741
17	1759748
18	5160
20	54
22	66
23	423
24	2222
25	12
27	41
32	6
46	48994
48	134
53	182
54	16
57	1
66	5817
69	44725
72	1
77	1843
79	190148
85	63
>path_803
0	55469
17	1759748
21	40
45	221
59	3
65	2137
66	5817
67	323449
74	5021
77	1843
82	23342
>path_634
16	282
17	1759748
21	40
23	423
24	2222
32	6
33	1
46	48994
54	16
63	2
66	5817
69	44725
81	116
85	63
>path_627
17	1759748
19	169
23	423
24	2222
32	6
46	48994
54	16
58	2
66	5817
69	44725
81	116
85	63
>path_103
15	8434
17	1759748
18	5160
22	66
23	423
24	2222
27	41
28	10
32	6
35	366696
36	612
38	147
42	86
52	3
65	2137
68	342
74	5021
77	1843
79	190148
85	63
>path_416
14	37147
17	1759748
45	221
62	1
65	2137
66	5817
67	323449
74	5021
81	116
85	63
>path_121
8	2998
10	54839
11	741
17	1759748
18	5160
23	423
45	221
60	1
61	1
65	2137
68	342
74	5021
77	1843
79	190148
85	63
>path_127
15	8434
17	1759748
18	5160
22	66
23	423
45	221
61	1
65	2137
68	342
74	5021
77	1843
79	190148
85	63
